# Источник: наш.дом.рф ЕИСЖС API /сервисы/api/kn/object + /сервисы/api/object/{id}, region place=18
# Собрано: 2026-07-08T06:56:30.529Z
# Всего домов: 118; с карточкой: 118
ID дома (objId),hobjId,№ разрешения (РС),ЖК,Адрес,Район/город,Застройщик,Группа компаний,ИНН застройщика,Этажность (мин),Этажность (макс),Материал стен,Класс жилья,Срок сдачи (план 100%),"Квартир, шт","Жилая площадь, м²","Распродано, %","Цена, ₽/м²",Цена на дату,Генподрядчик,Эскроу,Проблемный,Статус,Опубликован,Широта,Долгота,Есть карточка (1/0)
63770,144837,18-000728,"Жилой дом ""Домовой""","Село Завьялово, Улица Нефтяников",Завьялово,СЗ АИР-СТРОЙ ЗАВЬЯЛОВО,,1800003884,6,6,Монолит-кирпич,Типовой,2026-12-31,49,2202.18,22.3,109280,2026-03-01,"ООО Строительная компания ""ЭПЛАС"" (ИНН: 1840089084)",да,нет,Строящиеся,2024-12-12,56.8024,53.3795,1
53532,134204,18-000623,Жилой дом № 5 секции 9-10,"Город Ижевск, ш",Ижевск,СЗ РЕНТЕК ЗАЛЕСНЫЙ,РЕНТЕК,1831096127,9,9,Монолит-кирпич,Комфорт,2030-12-31,78,4659.4,6.9,100000,2024-04-01,,да,нет,Строящиеся,2023-08-04,56.8972,53.2497,1
67390,148667,18-000759,"Жилой комплекс ""Васнецово"" дом №4","Город Ижевск, Улица Васнецова",Ижевск,СЗ АСПЭК-М2,,1800019570,18,18,Монолит-кирпич,Комфорт,2026-12-31,176,6036.4,56.1,169177,2026-06-01,"ООО ""АСПЭК-Инжиниринг"" (ИНН: 9703098469)",да,нет,Строящиеся,2025-08-29,56.8577,53.2667,1
63204,144137,18-000727,"Жилой комплекс ""Знак город будущего""","Село Первомайский, Улица Строителя Николая Шишкина",Завьялово,СПЕЦЗАСТРОЙЩИК ЖЕЛЕЗНО ИЖЕВСК,Железно,1841085318,5,9,Кирпич,Комфорт,2026-12-31,246,13778.98,87.4,136837,2026-05-01,,да,нет,Строящиеся,2024-11-13,56.8705,53.3194,1
64918,146087,18-000737,"Жилой комплекс ""Неон Сити"" д.1","Город Ижевск, Улица Васнецова",Ижевск,СЗ НЕОН,УК СТИМ,1800018506,18,18,Монолит-кирпич,Типовой,2028-12-31,254,7525.41,0.8,90502,2025-03-01,"ООО Строительная компания ""ВВЕРХ"" (ИНН: 1840098378)",да,нет,Строящиеся,2025-03-17,56.8568,53.2668,1
50290,130938,18-000601,"Жилой комплекс ""Форум"" ЖК ""Форум""","Город Ижевск, Улица Холмогорова",Ижевск,СЗ ТАЛИСМАН-2,Федерация,1840115545,2,18,Монолит-кирпич,Бизнес,2026-09-30,369,23751.35,65.5,142623,2026-06-01,ООО ПС-Групп (ИНН: 1650274667),да,нет,Строящиеся,2023-01-30,56.879,53.2071,1
70686,152118,18-000778,Жилой комплекс «Знак-2»,"Село Первомайский, Улица Архитектора Сергея Макарова",Завьялово,СПЕЦЗАСТРОЙЩИК ЖЕЛЕЗНО ИЖЕВСК,Железно,1841085318,1,9,Кирпич,Комфорт,2028-06-30,224,12376.33,8.3,141350,2026-05-01,,да,нет,Строящиеся,2026-03-03,56.8743,53.3214,1
68980,150378,18-000770,Жилой комплекс «Знак-2»,"Село Первомайский, Улица Архитектора Сергея Макарова",Завьялово,СПЕЦЗАСТРОЙЩИК ЖЕЛЕЗНО ИЖЕВСК,Железно,1841085318,8,9,Кирпич,Комфорт,2027-12-31,201,11794.21,37.3,119193,2026-05-01,,да,нет,Строящиеся,2025-11-26,56.874,53.3202,1
72155,153664,18-000788,Жилой комплекс «ИКИГАЙ»,Село Первомайский,Завьялово,СПЕЦЗАСТРОЙЩИК ЖЕЛЕЗНО ИЖЕВСК,Железно,1841085318,9,9,Кирпич,Комфорт,2028-09-30,276,15275.98,,,,,да,нет,Строящиеся,2026-06-09,56.8767,53.3199,1
67200,148441,18-000757,Жилой комплекс «ИКИГАЙ»,Село Первомайский,Завьялово,СПЕЦЗАСТРОЙЩИК ЖЕЛЕЗНО ИЖЕВСК,Железно,1841085318,9,9,Кирпич,Комфорт,2027-06-30,137,7494.78,34.8,149319,2026-05-01,,да,нет,Строящиеся,2025-08-19,56.8759,53.3196,1
64698,145863,18-000734,Жилой комплекс «ИКИГАЙ»,"Село Первомайский, Улица Архитектора Сергея Макарова",Завьялово,СПЕЦЗАСТРОЙЩИК ЖЕЛЕЗНО ИЖЕВСК,Железно,1841085318,2,10,Кирпич,Комфорт,2026-12-31,280,15917.47,61.2,156185,2026-05-01,,да,нет,Строящиеся,2025-03-03,56.8746,53.3179,1
71511,152943,18-000782,Жилой комплекс «Метафора»,"Город Ижевск, Улица 9-я Подлесная",Ижевск,СЗ СПУТНИК,Символ Девелопмент,1841070495,1,18,Монолит-кирпич,Бизнес,2029-03-31,311,16117.6,2.8,169621,2026-06-01,ООО ВРК (ИНН: 1841074468),да,нет,Строящиеся,2026-04-24,56.8726,53.1813,1
67556,148834,18-000760,Жилой комплекс «Миры»,"Город Ижевск, Улица",Ижевск,ГРИНХИЛЛ СЗ,Железно,9704222567,14,17,Монолит-кирпич,Бизнес,2028-09-30,321,18048.37,26.4,188520,2026-05-01,,да,нет,Строящиеся,2025-09-08,56.8792,53.2096,1
56087,136801,18-000638,Жилой комплекс Океан Сити,"Город Ижевск, Улица Пушкинская",Ижевск,СЗ ОКЕАН СИТИ,UDS,1841076200,35,35,Другое,Бизнес,2027-09-30,252,17087.67,22.1,226942,2026-05-01,"ООО Строительная компания ""Континент"" (ИНН: 1831191469)",да,нет,Строящиеся,2023-12-05,56.8623,53.208,1
56093,136807,18-000639,Жилой комплекс Океан Сити,"Город Ижевск, Улица Пушкинская",Ижевск,СЗ ОКЕАН СИТИ,UDS,1841076200,17,17,Другое,Бизнес,2026-09-30,87,4884.72,38.9,182686,2026-05-01,"ООО Строительная Компания ""Континент"" (ИНН: 1831191469)",да,нет,Строящиеся,2023-12-05,56.862,53.2069,1
54421,135080,18-000631,Кварталы АРТНОВА дом К5.1,"Город Ижевск, Улица Союзная",Ижевск,СЗ АСПЭК-А,АСПЭК-Домстрой,1831202512,16,17,Монолит-кирпич,Комфорт,2028-06-30,142,7351.8,4.0,135315,2026-06-01,"ООО ""АСПЭК-Инжиниринг"" (ИНН: 9703098469)",да,нет,Строящиеся,2023-09-22,56.8452,53.3076,1
69342,150744,18-000772,МЕХАНИКОН,"Город Ижевск, Улица Комсомольская",Ижевск,КОМОССТРОЙ САНТИ СЗ,КОМОССТРОЙ,1831195713,1,18,Монолит-кирпич,Комфорт,2028-09-30,160,7276.5,1.9,159308,2026-03-01,"ООО ""ГЛАВСПЕЦСТРОЙ"" (ИНН: 1831128756)",да,нет,Строящиеся,2025-12-11,56.8319,53.2295,1
65380,146554,18-000743,"Микрорайон ""Богатыри"" Жилой дом 15",Деревня Хохряки,Завьялово,СПЕЦЗАСТРОЙЩИК РАЗВИТИЕ,,1840009120,5,9,Монолит-кирпич,Комфорт,2028-09-30,216,9712.4,5.6,133750,2026-06-01,ООО Домостроительное Управление (ИНН: 1800027331),да,нет,Строящиеся,2025-04-14,56.9104,53.3289,1
65381,146555,18-000743,"Микрорайон ""Богатыри"" Жилой дом 16",Деревня Хохряки,Завьялово,СПЕЦЗАСТРОЙЩИК РАЗВИТИЕ,,1840009120,5,9,Монолит-кирпич,Комфорт,2028-03-31,205,9662.9,6.7,127886,2026-06-01,ООО Домостроительное Управление (ИНН: 1800027331),да,нет,Строящиеся,2025-04-14,56.9101,53.3302,1
62246,143130,18-000724,Настроение,"Город Ижевск, Улица Васнецова",Ижевск,СЗ 40 ЛЕТ ПОБЕДЫ-8,АССО-Строй,1831201879,17,17,Монолит-кирпич,Комфорт,2026-12-31,177,8288.6,80.7,134456,2026-05-01,"ООО ""АССО-строй"" (ИНН: 1832042879)",да,нет,Строящиеся,2024-09-23,56.8644,53.2734,1
66437,147623,18-000754,"Новый город, Восьмой квартал","Город Ижевск, Улица Фруктовая",Ижевск,СЗ ФОРВАРД,Острова,1800007960,2,17,Монолит-кирпич,Комфорт,2028-12-31,315,20188.8,24.5,153188,2026-06-01,ООО СК Ремстрой (ИНН: 1840094768),да,нет,Строящиеся,2025-06-25,56.8801,53.1961,1
61876,142721,18-000721,Норвежский лес,"Город Ижевск, Улица Ворошилова",Ижевск,КОМОССТРОЙ СИНАЙ СЗ,КОМОССТРОЙ,1831194117,18,18,Монолит-кирпич,Комфорт,2027-09-30,176,8194.3,37.1,144230,2026-06-01,"ООО ""ГЛАВСПЕЦСТРОЙ"" (ИНН: 1831128756)",да,нет,Строящиеся,2024-09-03,56.8705,53.2724,1
61877,142722,18-000721,Норвежский лес,"Город Ижевск, Улица Ворошилова",Ижевск,КОМОССТРОЙ СИНАЙ СЗ,КОМОССТРОЙ,1831194117,18,18,Монолит-кирпич,Комфорт,2028-09-30,320,15291.2,36.0,138473,2026-06-01,"ООО ""ГЛАВСПЕЦСТРОЙ"" (ИНН: 1831128756)",да,нет,Строящиеся,2024-09-03,56.8712,53.2727,1
57945,138683,18-000646,"Паркинг ЖК Крылья (дом 1, дом 2)","Город Ижевск, Улица Камбарская",Ижевск,СЗ ПЕТРОВА-1,Зардон-групп,1831157235,1,1,Монолит-кирпич,Комфорт,2027-03-31,0,0,32.7,84464,2024-11-01,"ООО Стройгрупп (ИНН: 1841079554), ООО Капитал (ИНН: 9724155534)",да,нет,Строящиеся,2024-02-26,56.8395,53.2927,1
71759,153191,18-000785,Санвилл. Жилой дом № 8,Село Первомайский,Завьялово,КОМОССТРОЙ БОРН СЗ,КОМОССТРОЙ,1831200321,6,6,Монолит-кирпич,Комфорт,2028-12-31,213,9487.2,0.4,139782,2026-06-01,ООО ГЛАВСПЕЦСТРОЙ (ИНН: 1831128756),да,нет,Строящиеся,2026-05-18,56.8789,53.3088,1
71760,153192,18-000785,Санвилл. Жилой дом № 9,Село Первомайский,Завьялово,КОМОССТРОЙ БОРН СЗ,КОМОССТРОЙ,1831200321,6,6,Монолит-кирпич,Комфорт,2028-12-31,40,2483.2,,,,ООО ГЛАВСПЕЦСТРОЙ (ИНН: 1831128756),да,нет,Строящиеся,2026-05-18,56.879,53.3092,1
49756,130396,18-000593,Санвилл.Жилой дом 7,Село Первомайский,Завьялово,КОМОССТРОЙ БОРН СЗ,КОМОССТРОЙ,1831200321,6,6,Кирпич,Комфорт,2026-09-30,283,12352.4,77.9,126535,2026-06-01,ООО ГЛАВСПЕЦСТРОЙ (ИНН: 1831128756),да,нет,Строящиеся,2022-12-26,56.8759,53.3116,1
58748,139486,18-000666,Седьмое Небо Дом 5,"город Ижевск, ул Академика Павлова",Ижевск,СЗ МОНОЛИТ,Литум,1831170645,9,18,Монолит-кирпич,Комфорт,2026-09-30,140,8134.11,66.9,142262,2026-05-01,ООО ПРЕМИУМ (ИНН: 1832157982),да,нет,Строящиеся,2024-04-04,56.8451,53.2669,1
64722,145887,18-000735,Скандинавия,"Город Ижевск, Улица Васнецова",Ижевск,КОМОССТРОЙ РУССО СЗ,КОМОССТРОЙ,1831195738,14,18,Другое,Комфорт,2027-12-31,286,13363.4,41.3,155408,2026-06-01,ООО ГЛАВСПЕЦСТРОЙ (ИНН: 1831128756),да,нет,Строящиеся,2025-03-05,56.8513,53.2673,1
70087,151517,18-000775,Скандинавия 8,"Город Ижевск, Улица Васнецова",Ижевск,КС ШОПЕН СЗ,КОМОССТРОЙ,1831189798,17,17,Другое,Комфорт,2028-12-31,180,8447.5,15.6,142132,2026-06-01,ООО ГЛАВСПЕЦСТРОЙ (ИНН: 1831128756),да,нет,Строящиеся,2026-01-29,56.8515,53.2699,1
54003,134671,18-000628,Скандинавия.Дом 11,"Город Ижевск, Улица Васнецова",Ижевск,КС ШОПЕН СЗ,КОМОССТРОЙ,1831189798,17,17,Другое,Комфорт,2026-09-30,240,10491.2,85.6,146479,2026-06-01,ООО ГЛАВСПЕЦСТРОЙ (ИНН: 1831128756),да,нет,Строящиеся,2023-09-04,56.8504,53.2663,1
54004,134670,18-000628,Скандинавия.Дом 12,"Город Ижевск, Улица Васнецова",Ижевск,КС ШОПЕН СЗ,КОМОССТРОЙ,1831189798,10,17,Другое,Комфорт,2026-09-30,119,6588.6,78.6,135325,2026-06-01,ООО ГЛАВСПЕЦСТРОЙ (ИНН: 1831128756),да,нет,Строящиеся,2023-09-04,56.8508,53.2668,1
70373,151803,18-000777,Таун-парк Спасский 1884,Деревня Хохряки,Завьялово,СЗ РЕГИОН-2,Федерация,1840104399,2,2,Кирпич,Комфорт,2027-09-30,5,640.6,,,,"ООО ""ПС-ГРУПП"" (ИНН: 1650274667)",да,нет,Строящиеся,2026-02-16,56.9167,53.3399,1
65439,146613,18-000745,Таун-парк Спасский 1884,Деревня Хохряки,Завьялово,СЗ РЕГИОН-2,Федерация,1840104399,2,2,Кирпич,Комфорт,2026-09-30,7,857.2,26.8,85538,2026-01-01,"ООО ""ПС-ГРУПП"" (ИНН: 1650274667)",да,нет,Строящиеся,2025-04-17,56.9187,53.3405,1
65435,146609,18-000744,Таун-парк Спасский 1884,Деревня Хохряки,Завьялово,СЗ РЕГИОН-2,Федерация,1840104399,2,3,Кирпич,Комфорт,2026-09-30,8,1077.4,,,,"ООО ""ПС-ГРУПП"" (ИНН: 1650274667)",да,нет,Строящиеся,2025-04-17,56.9187,53.3404,1
65440,146614,18-000746,Таун-парк Спасский 1884,Деревня Хохряки,Завьялово,СЗ РЕГИОН-2,Федерация,1840104399,2,2,Кирпич,Комфорт,2026-09-30,4,512.4,,,,"ООО ""ПС-ГРУПП"" (ИНН: 1650274667)",да,нет,Строящиеся,2025-04-17,56.9185,53.3405,1
64574,145739,18-000730,Таун-парк Спасский 1884,Деревня Хохряки,Завьялово,СЗ РЕГИОН-2,Федерация,1840104399,2,2,Кирпич,Комфорт,2026-09-30,5,627.67,39.8,69031,2026-06-01,"ООО ""ПС-ГРУПП"" (ИНН: 1650274667)",да,нет,Строящиеся,2025-02-18,56.918,53.3384,1
64583,145748,18-000733,Таун-парк Спасский 1884,Деревня Хохряки,Завьялово,СЗ РЕГИОН-2,Федерация,1840104399,2,3,Кирпич,Комфорт,2026-09-30,7,958.29,21.2,65160,2025-10-01,"ООО ""ПС-ГРУПП"" (ИНН: 1650274667)",да,нет,Строящиеся,2025-02-18,56.9184,53.3402,1
64581,145746,18-000731,Таун-парк Спасский 1884,Деревня Хохряки,Завьялово,СЗ РЕГИОН-2,Федерация,1840104399,2,2,Кирпич,Комфорт,2026-09-30,8,953.25,32.0,67200,2026-03-01,"ООО ""ПС-ГРУПП"" (ИНН: 1650274667)",да,нет,Строящиеся,2025-02-18,56.9187,53.3407,1
64582,145747,18-000732,Таун-парк Спасский 1884,Деревня Хохряки,Завьялово,СЗ РЕГИОН-2,Федерация,1840104399,2,2,Кирпич,Комфорт,2026-09-30,4,512.22,,,,"ООО ""ПС-ГРУПП"" (ИНН: 1650274667)",да,нет,Строящиеся,2025-02-18,56.9184,53.3384,1
72461,154015,18-000789,,"Город Глазов, Улица Пехтина, д. 15/1",Глазов,СЗ НАМУС,,1800037266,10,15,Монолит-кирпич,Комфорт,2028-12-31,166,9098.36,,,,ООО СТРОИТЕЛЬНАЯ КОМПАНИЯ РЕМСТРОЙ (ИНН: 1840094768),да,нет,Строящиеся,2026-06-26,58.1332,52.6927,1
72107,153616,18-000787,,"Город Ижевск, Улица Архитектора Берша П.П.",Ижевск,СЗ АСПЭК-ЧАЙКОВСКИЙ,АСПЭК-Домстрой,1831197301,18,18,Монолит-кирпич,Комфорт,2028-06-30,128,7819.6,4.4,126904,2026-06-01,ООО ГРАДСТРОЙ (ИНН: 1800046983),да,нет,Строящиеся,2026-06-05,56.867,53.3087,1
71521,152953,18-000783,,"Город Ижевск, Улица Карла Маркса",Ижевск,СЗ АСПЭК-ВЕГА,,1800037756,17,18,Монолит-кирпич,Комфорт,2027-12-31,239,12124.7,,,,"ООО ""АСПЭК-ИНЖИНИРИНГ"" (ИНН: 9703098469)",да,нет,Строящиеся,2026-04-27,56.874,53.2009,1
71522,152954,18-000783,,"Город Ижевск, Улица Карла Маркса",Ижевск,СЗ АСПЭК-ВЕГА,,1800037756,17,18,Монолит-кирпич,Комфорт,2028-06-30,181,8748.7,0.7,182410,2026-06-01,"ООО ""АСПЭК-ИНЖИНИРИНГ"" (ИНН: 9703098469)",да,нет,Строящиеся,2026-04-27,56.874,53.2006,1
69753,151170,18-000773,,"Город Ижевск, Улица Подлесная 3-я",Ижевск,СЗ РИМ,Римский Квадрат,1831205947,3,19,Монолит-кирпич,Комфорт,2028-06-30,169,9966.3,9.6,173241,2026-05-01,ООО СГУ 18 (ИНН: 1831200843),да,нет,Строящиеся,2026-01-13,56.8651,53.188,1
